sales_person,country,product,date,amount,boxes_shipped
Roddy Speechley,Canada,Smooth Sliky Salty,2024-03-07,10712.76,11
Mallorie Waber,Canada,Manuka Honey Choco,2024-03-07,1540.11,117
Dennison Crosswaite,Uk,Milk Bars,2024-03-07,11963.91,446
Kelci Walkden,Usa,White Choc,2024-03-07,11257.11,21
Mallorie Waber,Australia,Orange Choco,2024-03-07,15825.08,284
Ches Bonnell,India,Organic Choco Syrup,2024-03-08,17903.7,107
Curtice Advani,Uk,50% Dark Bites,2024-03-08,3572.26,156
Marney O'Breen,Canada,Peanut Butter Cubes,2024-03-08,7032.54,87
Roddy Speechley,Canada,Eclairs,2024-03-08,7026.54,95
Gunar Cockshoot,Usa,Fruit & Nut Bars,2024-03-09,6937.75,94
Marney O'Breen,New Zealand,After Nines,2024-03-09,1642.32,43
Gigi Bohling,Australia,Orange Choco,2024-03-09,676.29,158
Barr Faughny,Canada,Organic Choco Syrup,2024-03-10,1312.35,200
Kelci Walkden,New Zealand,Drinking Coco,2024-03-10,18385.44,116
Barr Faughny,Usa,Orange Choco,2024-03-10,4244.36,11
Wilone O'Kielt,New Zealand,Eclairs,2024-03-11,3735.0,21
Beverie Moffet,Usa,White Choc,2024-03-11,5964.72,136
Oby Sorrel,Usa,Drinking Coco,2024-03-11,9306.64,48
Jan Morforth,Uk,Baker'S Choco Chips,2024-03-11,783.35,273
Jan Morforth,India,Almond Choco,2024-03-11,5230.5,23
Jehu Rudeforth,New Zealand,White Choc,2024-03-11,3308.4,258
Kelci Walkden,New Zealand,Smooth Sliky Salty,2024-03-11,12265.45,268
Madelene Upcott,New Zealand,Mint Chip Choco,2024-03-11,8888.61,4
Kaine Padly,Usa,Organic Choco Syrup,2024-03-11,2518.5,24
Jehu Rudeforth,New Zealand,85% Dark Bars,2024-03-11,8077.51,95
Kelci Walkden,India,Almond Choco,2024-03-14,3677.47,152
Dennison Crosswaite,Australia,Raspberry Choco,2024-03-14,6265.59,31
Ches Bonnell,Australia,Peanut Butter Cubes,2024-03-14,11767.94,68
Husein Augar,Uk,Drinking Coco,2024-03-14,3562.44,111
Jan Morforth,India,After Nines,2024-03-14,6795.06,177
Roddy Speechley,India,50% Dark Bites,2024-03-14,9976.22,12
Husein Augar,Australia,Manuka Honey Choco,2024-03-15,7824.91,100
Curtice Advani,New Zealand,Peanut Butter Cubes,2024-03-15,1684.28,419
Curtice Advani,Usa,Raspberry Choco,2024-03-15,3151.23,144
Madelene Upcott,Usa,After Nines,2024-03-15,5432.84,450
Van Tuxwell,India,White Choc,2024-03-15,2119.42,46
Wilone O'Kielt,New Zealand,Almond Choco,2024-03-15,9770.28,154
Dennison Crosswaite,Usa,70% Dark Bites,2024-03-15,730.06,78
Dennison Crosswaite,Canada,Eclairs,2024-03-15,492.21,45
Oby Sorrel,Uk,70% Dark Bites,2024-03-16,7431.0,180
Dennison Crosswaite,New Zealand,Orange Choco,2024-03-16,5245.53,144
Ches Bonnell,Canada,Smooth Sliky Salty,2024-03-16,10723.86,125
Van Tuxwell,Uk,Raspberry Choco,2024-03-16,7623.35,80
Kelci Walkden,India,Caramel Stuffed Bars,2024-03-16,513.43,131
Marney O'Breen,India,Caramel Stuffed Bars,2024-03-16,5077.5,81
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,1497.58,132
Kelci Walkden,Canada,Smooth Sliky Salty,2024-03-17,8929.57,121
Oby Sorrel,Uk,Choco Coated Almonds,2024-03-17,10751.19,44
Camilla Castle,Australia,Manuka Honey Choco,2024-03-17,681.71,170
Dennison Crosswaite,Canada,Smooth Sliky Salty,2024-03-17,2055.4,485
Gunar Cockshoot,Australia,Raspberry Choco,2024-03-17,709.53,77
Madelene Upcott,Usa,Eclairs,2024-03-18,9446.67,193
Gunar Cockshoot,India,Baker'S Choco Chips,2024-03-18,2432.75,535
Jehu Rudeforth,Australia,Milk Bars,2024-03-18,9172.13,30
Dennison Crosswaite,India,Orange Choco,2024-03-18,852.29,123
Mallorie Waber,Australia,Choco Coated Almonds,2024-03-18,18473.63,88
Ches Bonnell,Canada,Baker'S Choco Chips,2024-03-21,8639.19,402
Mallorie Waber,Canada,Smooth Sliky Salty,2024-03-21,2202.46,97
Rafaelita Blaksland,Australia,White Choc,2024-03-21,7326.91,102
Camilla Castle,Usa,Manuka Honey Choco,2024-03-21,18936.88,180
Rafaelita Blaksland,Australia,50% Dark Bites,2024-03-22,3375.83,41
Van Tuxwell,New Zealand,Baker'S Choco Chips,2024-03-22,10197.43,24
Gunar Cockshoot,Uk,Smooth Sliky Salty,2024-03-22,867.5,143
Van Tuxwell,Canada,White Choc,2024-03-22,468.09,3
Mallorie Waber,Usa,Eclairs,2024-03-22,7511.77,49
Roddy Speechley,India,Spicy Special Slims,2024-03-22,12049.05,180
Kelci Walkden,Australia,Eclairs,2024-03-23,8727.09,523
Jehu Rudeforth,Australia,Orange Choco,2024-03-23,16059.94,28
Kelci Walkden,Usa,50% Dark Bites,2024-03-23,7203.64,234
Mallorie Waber,Canada,Orange Choco,2024-03-23,4173.73,175
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,15201.56,142
Beverie Moffet,Usa,Smooth Sliky Salty,2024-03-24,2787.72,342
Curtice Advani,Canada,Almond Choco,2024-03-24,5879.1,75
Gunar Cockshoot,Australia,After Nines,2024-03-24,3400.26,77
Van Tuxwell,Uk,Baker'S Choco Chips,2024-03-24,2794.33,21
Kaine Padly,New Zealand,70% Dark Bites,2024-03-24,8487.63,40
Roddy Speechley,Uk,70% Dark Bites,2024-03-24,1649.57,293
Beverie Moffet,New Zealand,White Choc,2024-03-24,7946.49,7
Gunar Cockshoot,Canada,Fruit & Nut Bars,2024-03-24,14596.37,196
Dennison Crosswaite,Uk,Eclairs,2024-03-24,6702.11,285
Curtice Advani,Australia,Eclairs,2024-03-25,6974.95,58
Kaine Padly,Australia,Peanut Butter Cubes,2024-03-25,6062.87,290
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2024-03-25,3822.64,85
Roddy Speechley,New Zealand,Almond Choco,2024-03-28,2930.46,70
Barr Faughny,New Zealand,Eclairs,2024-03-28,7418.41,31
Marney O'Breen,Usa,99% Dark & Pure,2024-03-28,4861.33,286
Barr Faughny,Canada,White Choc,2024-03-29,4590.46,1
Madelene Upcott,New Zealand,Milk Bars,2024-03-29,13541.21,434
Barr Faughny,Usa,Caramel Stuffed Bars,2024-03-29,3917.13,287
Gigi Bohling,Uk,After Nines,2024-03-29,9186.69,173
Kaine Padly,Canada,Organic Choco Syrup,2024-03-29,6797.67,82
Marney O'Breen,Uk,Drinking Coco,2024-03-29,1135.16,27
Andria Kimpton,Australia,Manuka Honey Choco,2024-03-30,11559.52,413
Karlen Mccaffrey,India,85% Dark Bars,2024-03-30,1108.85,87
Gigi Bohling,Australia,Raspberry Choco,2024-03-30,7696.46,313
Kaine Padly,Uk,Organic Choco Syrup,2024-03-31,2586.62,172
Roddy Speechley,New Zealand,Orange Choco,2024-04-01,51.98,95
Jan Morforth,Canada,Mint Chip Choco,2024-04-01,1200.19,224
Dennison Crosswaite,Australia,50% Dark Bites,2024-04-01,7618.91,12
Gigi Bohling,New Zealand,Fruit & Nut Bars,2024-04-04,12314.13,129
Husein Augar,India,Fruit & Nut Bars,2024-04-04,4591.77,222
Curtice Advani,Canada,Fruit & Nut Bars,2024-04-04,4712.55,211
Van Tuxwell,Uk,Drinking Coco,2024-04-04,6397.05,136
Ches Bonnell,New Zealand,Eclairs,2024-04-04,564.14,50
Camilla Castle,New Zealand,Raspberry Choco,2024-04-04,5081.52,148
Roddy Speechley,Uk,Baker'S Choco Chips,2024-04-04,16517.2,349
Dennison Crosswaite,Australia,85% Dark Bars,2024-04-05,8278.86,453
Curtice Advani,India,Milk Bars,2024-04-05,3658.27,210
Karlen Mccaffrey,New Zealand,Baker'S Choco Chips,2024-04-05,5701.35,201
Gunar Cockshoot,Canada,Spicy Special Slims,2024-04-05,14603.41,12
Roddy Speechley,Canada,White Choc,2024-04-05,6948.79,292
Andria Kimpton,Usa,85% Dark Bars,2024-04-05,10527.23,82
Curtice Advani,New Zealand,After Nines,2024-04-05,8416.8,29
Roddy Speechley,Usa,Smooth Sliky Salty,2024-04-05,3175.11,149
Andria Kimpton,New Zealand,Almond Choco,2024-04-05,7037.21,172
Marney O'Breen,Australia,Manuka Honey Choco,2024-04-05,15245.95,233
Dennison Crosswaite,New Zealand,Mint Chip Choco,2024-04-05,7121.02,433
Jehu Rudeforth,Canada,Manuka Honey Choco,2024-04-05,3867.62,214
Ches Bonnell,India,Choco Coated Almonds,2024-04-05,10969.0,83
Gigi Bohling,Uk,Fruit & Nut Bars,2024-04-06,1448.1,92
Karlen Mccaffrey,Uk,50% Dark Bites,2024-04-06,3857.88,303
Kaine Padly,Canada,85% Dark Bars,2024-04-06,1859.96,33
Wilone O'Kielt,Australia,Drinking Coco,2024-04-06,663.74,285
Ches Bonnell,Uk,Mint Chip Choco,2024-04-08,2984.4,214
Madelene Upcott,Australia,Choco Coated Almonds,2024-04-08,2442.36,78
Kelci Walkden,New Zealand,Manuka Honey Choco,2024-04-08,1527.99,107
Andria Kimpton,Canada,70% Dark Bites,2024-04-08,12109.0,16
Ches Bonnell,Australia,Choco Coated Almonds,2024-04-08,1572.79,176
Oby Sorrel,Uk,Raspberry Choco,2024-04-08,5477.33,341
Husein Augar,Usa,After Nines,2024-04-08,13999.05,179
Kelci Walkden,Canada,Peanut Butter Cubes,2024-04-08,8041.25,43
Dennison Crosswaite,Canada,Mint Chip Choco,2024-04-08,1914.65,304
Kaine Padly,Australia,After Nines,2024-04-08,7962.71,293
Van Tuxwell,India,Spicy Special Slims,2024-04-11,6811.55,4
Jan Morforth,Uk,Organic Choco Syrup,2024-04-12,1367.24,384
Brien Boise,Uk,White Choc,2024-04-12,5799.09,169
Mallorie Waber,India,Eclairs,2024-04-12,11720.11,48
Gigi Bohling,Australia,Eclairs,2024-04-12,8170.88,137
Kaine Padly,New Zealand,Smooth Sliky Salty,2024-04-12,7.67,548
Jan Morforth,India,Spicy Special Slims,2024-04-12,2048.34,506
Barr Faughny,Usa,Raspberry Choco,2024-04-12,9876.86,106
Gigi Bohling,Usa,50% Dark Bites,2024-04-13,2651.48,60
Brien Boise,Canada,Almond Choco,2024-04-13,5439.43,125
Gigi Bohling,India,White Choc,2024-04-13,1563.39,179
Gunar Cockshoot,Uk,Eclairs,2024-04-13,4059.65,175
Van Tuxwell,India,Choco Coated Almonds,2024-04-13,6833.86,115
Dotty Strutley,Australia,Choco Coated Almonds,2024-04-13,1751.26,293
Kelci Walkden,New Zealand,White Choc,2024-04-13,8575.27,165
Marney O'Breen,India,Fruit & Nut Bars,2024-04-13,5385.55,161
Ches Bonnell,India,Almond Choco,2024-04-13,13315.47,72
Curtice Advani,Usa,After Nines,2024-04-13,14885.97,248
Mallorie Waber,New Zealand,Manuka Honey Choco,2024-04-13,10927.22,11
Jehu Rudeforth,India,Peanut Butter Cubes,2024-04-14,33.68,487
Brien Boise,India,70% Dark Bites,2024-04-14,4888.37,435
Brien Boise,Usa,70% Dark Bites,2024-04-14,1898.07,22
Dotty Strutley,India,Mint Chip Choco,2024-04-14,1375.22,231
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,1736.59,70
Barr Faughny,Usa,50% Dark Bites,2024-04-14,15372.94,124
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2024-04-14,2243.44,11
Jehu Rudeforth,Uk,70% Dark Bites,2024-04-14,5819.17,270
Oby Sorrel,India,Raspberry Choco,2024-04-14,7620.86,46
Roddy Speechley,New Zealand,85% Dark Bars,2024-04-14,5220.8,267
Dotty Strutley,Usa,Caramel Stuffed Bars,2024-04-15,18581.37,83
Madelene Upcott,Uk,Caramel Stuffed Bars,2024-04-15,190.24,156
Madelene Upcott,Australia,Orange Choco,2024-04-15,7166.62,381
Ches Bonnell,Uk,Peanut Butter Cubes,2024-04-15,2348.2,266
Kelci Walkden,India,Milk Bars,2024-04-15,1142.41,111
Husein Augar,Uk,Caramel Stuffed Bars,2024-04-15,16457.28,442
Ches Bonnell,India,50% Dark Bites,2024-04-15,12584.46,328
Karlen Mccaffrey,Usa,Raspberry Choco,2024-04-15,17037.09,347
Madelene Upcott,Australia,70% Dark Bites,2024-04-15,4196.23,256
Beverie Moffet,India,Milk Bars,2024-04-15,1997.46,314
Oby Sorrel,Uk,Orange Choco,2024-04-15,8250.03,228
Roddy Speechley,New Zealand,99% Dark & Pure,2024-04-18,8905.53,201
Barr Faughny,Canada,Drinking Coco,2024-04-18,7496.03,259
Wilone O'Kielt,Usa,50% Dark Bites,2024-04-18,5084.32,126
Mallorie Waber,Usa,50% Dark Bites,2024-04-19,1945.05,14
Kelci Walkden,India,Eclairs,2024-04-19,6069.93,80
Beverie Moffet,Usa,Raspberry Choco,2024-04-19,16414.69,80
Barr Faughny,New Zealand,After Nines,2024-04-19,11250.69,91
Curtice Advani,India,Smooth Sliky Salty,2024-04-19,22717.09,143
Kelci Walkden,Uk,Drinking Coco,2024-04-20,1886.06,23
Jehu Rudeforth,New Zealand,50% Dark Bites,2024-04-20,4357.76,63
Mallorie Waber,Canada,85% Dark Bars,2024-04-20,1664.68,465
Karlen Mccaffrey,Canada,Eclairs,2024-04-20,3713.66,352
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,7661.86,144
Beverie Moffet,India,Spicy Special Slims,2024-04-21,3968.38,182
Dennison Crosswaite,India,Milk Bars,2024-04-21,1624.06,96
Dotty Strutley,Canada,Manuka Honey Choco,2024-04-22,13959.74,113
Jehu Rudeforth,Uk,Choco Coated Almonds,2024-04-22,5108.85,187
Beverie Moffet,Uk,Eclairs,2024-04-22,9144.79,156
Wilone O'Kielt,New Zealand,Baker'S Choco Chips,2024-04-22,4609.67,58
Beverie Moffet,Australia,Fruit & Nut Bars,2024-04-22,1718.97,260
Camilla Castle,Usa,85% Dark Bars,2024-04-25,2644.65,83
Wilone O'Kielt,Usa,After Nines,2024-04-25,433.92,31
Oby Sorrel,New Zealand,Baker'S Choco Chips,2024-04-25,14234.61,45
Roddy Speechley,Usa,Eclairs,2024-04-25,4812.71,169
Andria Kimpton,Australia,Almond Choco,2024-04-25,3790.18,168
Dotty Strutley,Usa,85% Dark Bars,2024-04-25,11149.46,538
Mallorie Waber,Australia,Raspberry Choco,2024-04-25,8818.17,29
Madelene Upcott,Canada,Milk Bars,2024-04-26,4285.13,87
Oby Sorrel,Australia,Spicy Special Slims,2024-04-26,12897.53,25
Dennison Crosswaite,Uk,Smooth Sliky Salty,2024-04-26,653.1,136
Barr Faughny,New Zealand,Fruit & Nut Bars,2024-04-26,1853.03,153
Jan Morforth,Australia,Peanut Butter Cubes,2024-04-27,13370.97,349
Ches Bonnell,Uk,Orange Choco,2024-04-27,15365.78,57
Oby Sorrel,Canada,Orange Choco,2024-04-27,10257.74,328
Rafaelita Blaksland,Uk,Eclairs,2024-04-27,1608.04,75
Husein Augar,Usa,Fruit & Nut Bars,2024-04-28,1508.57,28
Camilla Castle,Australia,70% Dark Bites,2024-04-29,6999.62,500
Brien Boise,India,Eclairs,2024-04-29,1447.58,67
Kelci Walkden,Australia,Orange Choco,2024-04-29,13331.77,443
Husein Augar,Uk,Baker'S Choco Chips,2024-04-29,3465.68,133
Kelci Walkden,Usa,Spicy Special Slims,2024-04-29,90.36,73
Madelene Upcott,Australia,Mint Chip Choco,2024-05-02,3072.89,166
Kaine Padly,India,Milk Bars,2024-05-02,3168.11,93
Camilla Castle,Australia,Caramel Stuffed Bars,2024-05-02,3538.27,16
Andria Kimpton,Usa,Caramel Stuffed Bars,2024-05-02,8878.27,47
Rafaelita Blaksland,Canada,Spicy Special Slims,2024-05-02,2702.08,164
Gunar Cockshoot,Usa,Eclairs,2024-05-03,7301.31,42
Jehu Rudeforth,Uk,Milk Bars,2024-05-03,14345.5,219
Dennison Crosswaite,Usa,Fruit & Nut Bars,2024-05-04,1673.44,314
Mallorie Waber,New Zealand,After Nines,2024-05-04,567.91,225
Madelene Upcott,Usa,White Choc,2024-05-04,14360.42,218
Beverie Moffet,Uk,Smooth Sliky Salty,2024-05-04,5119.35,77
Kelci Walkden,Australia,Drinking Coco,2024-05-04,1370.19,58
Jan Morforth,India,Fruit & Nut Bars,2024-05-04,3387.76,60
Camilla Castle,India,85% Dark Bars,2024-05-04,9986.05,54
Roddy Speechley,Australia,Mint Chip Choco,2024-05-05,7189.76,262
Barr Faughny,Usa,White Choc,2024-05-05,8523.42,171
Oby Sorrel,Australia,50% Dark Bites,2024-05-06,813.58,163
Rafaelita Blaksland,India,Smooth Sliky Salty,2024-05-06,1961.82,80
Curtice Advani,Canada,Eclairs,2024-05-06,857.34,197
Karlen Mccaffrey,New Zealand,Eclairs,2024-05-06,2817.14,191
Beverie Moffet,India,Manuka Honey Choco,2024-05-06,11462.32,172
Roddy Speechley,New Zealand,50% Dark Bites,2024-05-09,4624.45,212
Husein Augar,India,70% Dark Bites,2024-05-09,7745.33,164
Gigi Bohling,Usa,Peanut Butter Cubes,2024-05-09,323.29,72
Dotty Strutley,New Zealand,99% Dark & Pure,2024-05-09,12263.85,223
Brien Boise,Australia,Spicy Special Slims,2024-05-09,6867.13,273
Karlen Mccaffrey,Canada,Raspberry Choco,2024-05-09,773.7,217
Husein Augar,India,Peanut Butter Cubes,2024-05-09,5188.18,5
Gunar Cockshoot,Usa,Drinking Coco,2024-05-09,4142.16,5
Dennison Crosswaite,Australia,Organic Choco Syrup,2024-05-10,6885.01,40
Beverie Moffet,Canada,Orange Choco,2024-05-10,9321.64,111
Dennison Crosswaite,Usa,Drinking Coco,2024-05-10,2399.02,149
Gigi Bohling,Australia,White Choc,2024-05-11,6267.19,83
Ches Bonnell,Usa,70% Dark Bites,2024-05-11,4778.36,124
Husein Augar,Australia,White Choc,2024-05-11,3618.67,213
Kaine Padly,Uk,Peanut Butter Cubes,2024-05-11,7477.56,85
Mallorie Waber,Usa,85% Dark Bars,2024-05-11,2847.18,115
Roddy Speechley,Canada,Choco Coated Almonds,2024-05-11,6841.28,237
Wilone O'Kielt,Australia,Manuka Honey Choco,2024-05-11,4799.54,90
Andria Kimpton,Canada,After Nines,2024-05-11,2321.97,71
Van Tuxwell,Australia,Baker'S Choco Chips,2024-05-11,14122.44,32
Roddy Speechley,Australia,Drinking Coco,2024-05-12,14609.99,111
Mallorie Waber,Canada,Almond Choco,2024-05-12,4871.07,33
Dennison Crosswaite,Usa,Smooth Sliky Salty,2024-05-12,12755.99,99
Karlen Mccaffrey,Usa,Orange Choco,2024-05-12,11741.46,433
Van Tuxwell,Canada,50% Dark Bites,2024-05-12,14581.33,58
Andria Kimpton,Uk,White Choc,2024-05-12,10203.47,109
Dotty Strutley,Australia,50% Dark Bites,2024-05-12,3321.9,247
Kaine Padly,Usa,70% Dark Bites,2024-05-12,4672.25,103
Curtice Advani,New Zealand,85% Dark Bars,2024-05-12,5798.43,206
Gigi Bohling,India,Manuka Honey Choco,2024-05-12,5932.12,79
Dennison Crosswaite,Usa,Milk Bars,2024-05-12,890.78,62
Dotty Strutley,Australia,Almond Choco,2024-05-13,1754.11,95
Marney O'Breen,Uk,Smooth Sliky Salty,2024-05-13,22558.88,84
Jehu Rudeforth,Uk,Fruit & Nut Bars,2024-05-13,9434.44,221
Oby Sorrel,New Zealand,Raspberry Choco,2024-05-13,5129.71,270
Van Tuxwell,India,50% Dark Bites,2024-05-13,5591.29,132
Gunar Cockshoot,India,Spicy Special Slims,2024-05-13,7117.3,174
Brien Boise,Canada,Smooth Sliky Salty,2024-05-13,6051.65,490
Andria Kimpton,India,Eclairs,2024-05-16,2413.05,82
Gigi Bohling,New Zealand,Orange Choco,2024-05-16,9866.2,306
Marney O'Breen,Australia,Organic Choco Syrup,2024-05-16,295.62,182
Madelene Upcott,Usa,Orange Choco,2024-05-16,9205.15,144
Roddy Speechley,Usa,Milk Bars,2024-05-16,3034.06,245
Beverie Moffet,Uk,Almond Choco,2024-05-16,2799.42,104
Ches Bonnell,Australia,Smooth Sliky Salty,2024-05-16,9007.92,52
Jehu Rudeforth,Uk,Baker'S Choco Chips,2024-05-16,2629.59,98
Gigi Bohling,Uk,Baker'S Choco Chips,2024-05-16,9969.65,449
Beverie Moffet,Australia,50% Dark Bites,2024-05-16,764.63,441
Van Tuxwell,India,Organic Choco Syrup,2024-05-16,22701.85,168
Karlen Mccaffrey,Australia,Spicy Special Slims,2024-05-17,5303.58,354
Gigi Bohling,Uk,Milk Bars,2024-05-17,1436.97,248
Husein Augar,Uk,Almond Choco,2024-05-17,9863.62,167
Kaine Padly,Australia,Mint Chip Choco,2024-05-17,4860.75,162
Van Tuxwell,Australia,Caramel Stuffed Bars,2024-05-17,6898.94,58
Roddy Speechley,Canada,Drinking Coco,2024-05-17,8196.93,340
Kaine Padly,Canada,Choco Coated Almonds,2024-05-18,3468.53,166
Brien Boise,Canada,99% Dark & Pure,2024-05-18,17718.25,430
Madelene Upcott,New Zealand,Raspberry Choco,2024-05-18,10858.21,451
Jehu Rudeforth,New Zealand,Milk Bars,2024-05-18,2845.74,197
Wilone O'Kielt,Uk,Drinking Coco,2024-05-18,3857.25,54
Camilla Castle,Australia,85% Dark Bars,2024-05-19,4247.49,14
Oby Sorrel,Canada,Eclairs,2024-05-19,6409.31,621
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,2755.14,63
Curtice Advani,Canada,Peanut Butter Cubes,2024-05-19,5605.82,64
Oby Sorrel,Usa,Almond Choco,2024-05-19,7640.61,154
Camilla Castle,Usa,Raspberry Choco,2024-05-20,3516.72,17
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2024-05-20,14493.5,15
Kaine Padly,Uk,Caramel Stuffed Bars,2024-05-20,11334.21,72
Mallorie Waber,Usa,Peanut Butter Cubes,2024-05-23,1263.98,19
Marney O'Breen,Usa,Raspberry Choco,2024-05-23,6873.56,152
Jan Morforth,India,99% Dark & Pure,2024-05-23,10607.29,182
Curtice Advani,India,Manuka Honey Choco,2024-05-23,1844.54,185
Karlen Mccaffrey,India,70% Dark Bites,2024-05-23,5915.87,355
Barr Faughny,New Zealand,85% Dark Bars,2024-05-23,2214.91,161
Andria Kimpton,Usa,Spicy Special Slims,2024-05-23,2595.52,5
Andria Kimpton,Uk,Drinking Coco,2024-05-23,1827.45,66
Gigi Bohling,Usa,Fruit & Nut Bars,2024-05-24,2966.98,121
Madelene Upcott,Uk,Choco Coated Almonds,2024-05-24,11786.42,147
Beverie Moffet,India,Almond Choco,2024-05-24,3634.26,100
Kelci Walkden,Uk,Choco Coated Almonds,2024-05-24,10920.7,210
Beverie Moffet,New Zealand,Organic Choco Syrup,2024-05-24,7402.04,231
Barr Faughny,New Zealand,99% Dark & Pure,2024-05-24,9152.72,208
Van Tuxwell,New Zealand,85% Dark Bars,2024-05-24,2006.71,124
Beverie Moffet,Australia,Milk Bars,2024-05-25,770.45,389
Jan Morforth,India,85% Dark Bars,2024-05-25,5252.8,415
Dennison Crosswaite,Usa,Eclairs,2024-05-25,2447.37,98
Brien Boise,Australia,Choco Coated Almonds,2024-05-25,5532.85,63
Roddy Speechley,New Zealand,After Nines,2024-05-25,9317.33,11
Brien Boise,Uk,Almond Choco,2024-05-25,115.9,120
Brien Boise,Usa,Organic Choco Syrup,2024-05-25,17415.67,148
Brien Boise,Usa,Mint Chip Choco,2024-05-25,12476.68,162
Brien Boise,Uk,Spicy Special Slims,2024-05-25,2639.55,59
Kelci Walkden,Canada,Baker'S Choco Chips,2024-05-26,3597.37,288
Camilla Castle,Uk,Mint Chip Choco,2024-05-26,5414.75,325
Barr Faughny,Australia,Raspberry Choco,2024-05-27,10744.23,105
Mallorie Waber,Uk,Drinking Coco,2024-05-27,3780.02,97
Wilone O'Kielt,Australia,After Nines,2024-05-27,3729.83,27
Oby Sorrel,India,99% Dark & Pure,2024-05-27,12232.97,11
Brien Boise,India,Smooth Sliky Salty,2024-05-27,7091.66,28
Andria Kimpton,India,Orange Choco,2024-05-30,339.64,452
Brien Boise,India,Raspberry Choco,2024-05-30,7623.58,162
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2024-05-30,4739.39,236
Marney O'Breen,New Zealand,85% Dark Bars,2024-05-30,1312.23,164
Kelci Walkden,Australia,Almond Choco,2024-05-30,5869.09,354
Ches Bonnell,Uk,Manuka Honey Choco,2024-05-30,4761.38,406
Roddy Speechley,India,Caramel Stuffed Bars,2024-05-30,10139.68,552
Marney O'Breen,Usa,After Nines,2024-05-30,5611.65,159
Dennison Crosswaite,Uk,99% Dark & Pure,2024-05-30,12841.79,26
Madelene Upcott,Usa,Almond Choco,2024-05-31,11863.69,24
Mallorie Waber,India,50% Dark Bites,2024-05-31,631.02,140
Roddy Speechley,India,Drinking Coco,2024-05-31,4899.47,11
Oby Sorrel,Uk,Smooth Sliky Salty,2024-05-31,11264.45,340
Van Tuxwell,Usa,Manuka Honey Choco,2024-05-31,2662.54,102
Karlen Mccaffrey,India,Drinking Coco,2024-05-31,5055.05,241
Beverie Moffet,India,70% Dark Bites,2024-06-01,495.65,146
Gigi Bohling,Usa,99% Dark & Pure,2024-06-02,906.85,246
Van Tuxwell,Canada,70% Dark Bites,2024-06-02,7731.47,77
Andria Kimpton,Australia,50% Dark Bites,2024-06-02,5220.19,216
Wilone O'Kielt,Canada,Smooth Sliky Salty,2024-06-02,5594.84,174
Ches Bonnell,Uk,Caramel Stuffed Bars,2024-06-02,3063.08,301
Karlen Mccaffrey,Canada,Fruit & Nut Bars,2024-06-02,241.36,17
Kelci Walkden,Usa,After Nines,2024-06-02,1083.76,16
Oby Sorrel,New Zealand,Spicy Special Slims,2024-06-03,1826.32,13
Gunar Cockshoot,India,Organic Choco Syrup,2024-06-03,8665.99,162
Wilone O'Kielt,Usa,Choco Coated Almonds,2024-06-06,10422.84,6
Van Tuxwell,Uk,Almond Choco,2024-06-06,12123.84,222
Brien Boise,Australia,Fruit & Nut Bars,2024-06-06,9771.93,22
Brien Boise,New Zealand,Drinking Coco,2024-06-06,1666.46,98
Marney O'Breen,Uk,Orange Choco,2024-06-06,13072.74,11
Kelci Walkden,India,70% Dark Bites,2024-06-06,3878.6,108
Jehu Rudeforth,India,Baker'S Choco Chips,2024-06-06,2489.06,81
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,6429.35,40
Mallorie Waber,New Zealand,85% Dark Bars,2024-06-06,8775.45,113
Andria Kimpton,Uk,Caramel Stuffed Bars,2024-06-07,8959.38,271
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2024-06-07,2278.06,49
Beverie Moffet,New Zealand,Spicy Special Slims,2024-06-07,70.19,63
Oby Sorrel,Canada,Peanut Butter Cubes,2024-06-07,14291.3,179
Ches Bonnell,Uk,Choco Coated Almonds,2024-06-07,2012.27,259
Kelci Walkden,India,Orange Choco,2024-06-07,11315.16,134
Madelene Upcott,Usa,Choco Coated Almonds,2024-06-07,6025.6,137
Jehu Rudeforth,Usa,White Choc,2024-06-07,7339.32,121
Kelci Walkden,Australia,Raspberry Choco,2024-06-07,813.41,58
Dotty Strutley,Australia,Baker'S Choco Chips,2024-06-07,3767.49,65
Barr Faughny,Canada,Peanut Butter Cubes,2024-06-07,2206.28,79
Curtice Advani,Uk,85% Dark Bars,2024-06-08,1206.95,174
Oby Sorrel,India,Spicy Special Slims,2024-06-08,13189.14,95
Kaine Padly,Uk,Smooth Sliky Salty,2024-06-08,9571.3,594
Beverie Moffet,India,Eclairs,2024-06-09,11033.61,155
Kaine Padly,Australia,Milk Bars,2024-06-09,4251.42,91
Beverie Moffet,New Zealand,Mint Chip Choco,2024-06-09,4994.93,98
Dennison Crosswaite,Australia,Milk Bars,2024-06-09,11326.55,296
